"","iso3","year","kp","population_proportion","study_idx","logit_proportion"
"383","KEN",2018,"MSM",0.000128650796669667,98,-8.9582801676475
"384","KEN",2018,"MSM",0.00101687476020799,98,-6.89000392367556
"385","KEN",2018,"MSM",0.00839518544100889,98,-4.77166627574852
"386","KEN",2018,"MSM",0.00230846902224004,98,-6.068859597462
"387","KEN",2018,"MSM",0.000605566342679372,98,-7.40874068443087
"388","KEN",2018,"MSM",0.00303530898489484,98,-5.79440212756054
"389","KEN",2018,"MSM",0.000487545360202153,98,-7.62563956103733
"390","KEN",2018,"MSM",0.00188253245562921,98,-6.2732530510859
"391","KEN",2018,"MSM",0.000982741448426527,98,-6.92418127072216
"392","KEN",2018,"MSM",0.00347450758722327,98,-5.65882195381757
"393","KEN",2018,"MSM",0.000210918528947691,98,-8.46382767700717
"394","KEN",2018,"MSM",0.00148400237777156,98,-6.51152742736639
